Compound,Negative,Neutral,Positive,Source_Account,Timestamp,Tweets,Tweets_Ago
-0.1027,0.165,0.739,0.096,@CNN,Sun Jan 07 18:40:57 +0000 2018,"@DavidJollyFL @jaketapper @CNN @JakeTapper is a good journalist no doubt, but why does @CNN continuously give air t… https://t.co/bDAwVSFjZI",33
-0.1962,0.229,0.5,0.27,@CNN,Sun Jan 07 18:40:54 +0000 2018,"@mike_Zollo @CNN Savage and great defender in the same sentence?  Yea, bout sums up this sick excuse of an administ… https://t.co/NEIseEbLjZ",34
0.9022,0.0,0.611,0.389,@CNN,Sun Jan 07 18:40:54 +0000 2018,"@CNN When the kindness and love of God our Savior appeared, 5 he saved us, not because of righteous things we had d… https://t.co/5pe5nJk47E",35
0.4939,0.0,0.824,0.176,@CNN,Sun Jan 07 18:40:53 +0000 2018,@mike_Zollo @CNN I got pretty high this morning too right before my victoria secret model reverse gangbang,36
0.5267,0.0,0.848,0.152,@CNN,Sun Jan 07 18:40:53 +0000 2018,@jmacdonald002 @CNN The so called law and order justice system that discriminates against the people of color is ri… https://t.co/u8d2MFb6Pa,37
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:52 +0000 2018,@NJFarmer312 @Gary_ohh @HoarseWisperer @ScottyLiterati @jaketapper @jeffzeleny @CNN Indeed. Jake Tapper asked about… https://t.co/JCJUVr0MiW,38
0.636,0.191,0.447,0.362,@CNN,Sun Jan 07 18:40:52 +0000 2018,"@CNN @jaketapper 
Please for the love of God, Stop!  Ignorance does Not need an audience. https://t.co/GLiz14kbQQ",39
-0.8267,0.251,0.749,0.0,@CNN,Sun Jan 07 18:40:51 +0000 2018,"RT @TheALX: WATCH: @jaketapper gets destroyed in an interview on his own show by White House advisor Stephen Miller. It was so bad, @CNN ha…",40
0.1027,0.0,0.924,0.076,@CNN,Sun Jan 07 18:40:51 +0000 2018,"@CNN @VanJones68 You're the one that called the Russian investigation a ""NOTHING BURGER"". You admitted that you wer… https://t.co/C5mz3n86yi",41
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:50 +0000 2018,RT @CNN: Here's a look at the week in politics https://t.co/2IBAcXbiud https://t.co/i1JPHnAXLU,42
-0.8807,0.459,0.541,0.0,@CNN,Sun Jan 07 18:40:49 +0000 2018,@sp1r1tharambe @jack_msw @JonathanStrouse @Clarion50 @CNN She just means white unemployment. Trump is killing black unemployment.,43
0.2732,0.0,0.877,0.123,@CNN,Sun Jan 07 18:40:49 +0000 2018,@vmetu @blackjoshwhite @WalshFreedom @jaketapper @CNN Well you're quite the hypocrite from what your profile says.… https://t.co/orgGuFaXCG,44
0.5777,0.0,0.81,0.19,@CNN,Sun Jan 07 18:40:49 +0000 2018,@jack_msw @QueenKristine87 @JonathanStrouse @Clarion50 @CNN you would think if Democrats are so good at managing th… https://t.co/StVvI2Nt4u,45
-0.1531,0.096,0.904,0.0,@CNN,Sun Jan 07 18:40:49 +0000 2018,@KodyJM12 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr NOTHING stops Mellenials from forming Char… https://t.co/p6ozpaQ7qk,46
0.8176,0.0,0.691,0.309,@CNN,Sun Jan 07 18:40:48 +0000 2018,"RT @VennMultiverse: I wish @CNN would encourage all of their reporters have back bones, like @jaketapper
We will not be getting behind the…",47
0.4019,0.0,0.886,0.114,@CNN,Sun Jan 07 18:40:48 +0000 2018,"@CNN He proves they are only interested in the #CNNFakeNews agenda. If you don't go along, they kick you off the air.",48
0.1779,0.129,0.681,0.19,@CNN,Sun Jan 07 18:40:47 +0000 2018,@CNN The DOJ may as well investigate the now defunct &amp; illegal Trump foundation that was pretty much a slush fund u… https://t.co/VPrS7umbGI,49
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:47 +0000 2018,"RT @Ali__alajami: #اضراب_المعتقلين

@AJArabic
@BBCArabic
@France24_ar
@dw_arabic 
@RTarabic 
@cnnarabic 
@CNN https://t.co/NphPMAO4nZ",50
-0.3182,0.102,0.851,0.047,@CNN,Sun Jan 07 18:40:46 +0000 2018,RT @seanspicer: Seems facts didn’t matter to @CNN ‘s @brianstelter when he rushed to denounce @gop @RNCResearch piece on the sloppy/ inaccu…,51
0.4215,0.0,0.781,0.219,@CNN,Sun Jan 07 18:40:46 +0000 2018,RT @gayletrotter: Reminds me of @donlemon @CNN with @dbongino lol https://t.co/puNzJMgqaU,52
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:44 +0000 2018,@AsapBasile98 @realDonaldTrump Right?!? For someone who says NOONE watches he must have on a continuous loop. AND T… https://t.co/TlER79ce4C,53
-0.3182,0.119,0.881,0.0,@CNN,Sun Jan 07 18:40:44 +0000 2018,RT @President1Trump: I’m shocked @CNN’s @andersoncooper reports on the @HillaryClinton Foundation and State Department ‘Pay For Pay’ allega…,54
-0.802,0.353,0.647,0.0,@CNN,Sun Jan 07 18:40:43 +0000 2018,"RT @johncardillo: .@jaketapper should be ashamed of himself after this. 

@CNN attacks @realDonaldTrump 24/7. 

Tapper cuts off @StephenMil…",55
0.6705,0.0,0.667,0.333,@CNN,Sun Jan 07 18:40:43 +0000 2018,"@tonyposnanski @gatadelafuente Because just like during the campaign, @CNN only cares about ratings.",56
0.4939,0.0,0.833,0.167,@CNN,Sun Jan 07 18:40:43 +0000 2018,@lvitag1 @CNN Maybe because our elected government officials are taking health care away from millions of citizens,57
-0.628,0.205,0.795,0.0,@CNN,Sun Jan 07 18:40:43 +0000 2018,@realDonaldTrump What does that @CNN interview and Donald Trump have in common? Stephen Miller blew both. SAD! 😭,58
0.4019,0.0,0.895,0.105,@CNN,Sun Jan 07 18:40:43 +0000 2018,"RT @CNN: Rep. Adam Schiff: ""I don't think there's anyone in Congress, frankly, of either party who does not concur at least privately with…",59
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:43 +0000 2018,RT @CNN: Here's a look at the week in politics https://t.co/2IBAcXbiud https://t.co/i1JPHnAXLU,60
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:42 +0000 2018,RT @SteveDavidMikeV: V🌷@BigBird #Fun #PerfectLAweather @algore 😁 @FoxNews @TMZ @CNN @CIA @realDonaldTrump @sun @Nirvana  @VisitSeattle @Bil…,61
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:42 +0000 2018,RT @fredericg: Carl Bernstein on @CNN’s @ReliableSources with @brianstelter just now stated “we’re in a constitutional crisis” and “we [med…,62
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:41 +0000 2018,@ElderLansing @RichardTBurnett @CNN @jaketapper https://t.co/5q7bO8Tlwx,63
0.3612,0.0,0.762,0.238,@CNN,Sun Jan 07 18:40:39 +0000 2018,@NormEisen @CNN @RepAdamSchiff @POTUS @CNNnewsroom @FWhitfield I will thank u norm,64
0.6696,0.0,0.718,0.282,@CNN,Sun Jan 07 18:40:39 +0000 2018,@chocacity69 @CNN OMG yes thank you for saying this! I have been thinking this the entire time.,65
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:39 +0000 2018,RT @fredericg: Carl Bernstein on @CNN’s @ReliableSources with @brianstelter just now stated “we’re in a constitutional crisis” and “we [med…,66
-0.6859,0.191,0.809,0.0,@CNN,Sun Jan 07 18:40:38 +0000 2018,"RT @CNN: ""Donald Trump is a very dangerous man. He does not belong in the presidency. ... I'm not going to support any member of the House…",67
-0.7269,0.243,0.757,0.0,@CNN,Sun Jan 07 18:40:38 +0000 2018,"RT @CNN: Democratic mega-donor and billionaire environmentalist Tom Steyer has purchased a copy of ""Fire and Fury"" for every member of Cong…",68
0.4215,0.0,0.833,0.167,@CNN,Sun Jan 07 18:40:37 +0000 2018,RT @BreakingNUSA: @blackjoshwhite @vmetu @CNN You’ve never done that in your entire life lol? Rightttt.,69
-0.2263,0.106,0.894,0.0,@CNN,Sun Jan 07 18:40:36 +0000 2018,RT @TrumpsBrain: Dementia Donald forgot he didn't watch @CNN anymore. What else does Dementia Donald forget? https://t.co/TDe5xsWF9h,70
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:36 +0000 2018,RT @President1Trump: @CNN @andersoncooper @HillaryClinton  https://t.co/BVUa0nfpFP,71
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:36 +0000 2018,RT @CNN: Here's a look at the week in politics https://t.co/2IBAcXbiud https://t.co/i1JPHnAXLU,72
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:35 +0000 2018,"@CNNPolitics @CNN Political Genius 😵😵😵You must have meant, CON MAN 👿👿👿💩💩💩",73
-0.7269,0.337,0.663,0.0,@CNN,Sun Jan 07 18:40:34 +0000 2018,"RT @CNN: ""Fire and Fury"" publisher is rushing to print more books https://t.co/ePWQLwTdBH https://t.co/28sqcnsyzJ",74
-0.34,0.286,0.714,0.0,@CNN,Sun Jan 07 18:40:34 +0000 2018,@CNN You should fire Jake and @maggieNYT,75
0.296,0.127,0.686,0.186,@CNN,Sun Jan 07 18:40:33 +0000 2018,"@realDonaldTrump Wow, you're right, how embarrassing. For Stephen Miller. And anyone associated with him. Certainly… https://t.co/hdNW3ffUca",76
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:33 +0000 2018,"RT @TurdyMcFergy: @CNN Just heard Stephen Miller say Trump gave a voice to ""construction workers."" Just wanted to let him know that he does…",77
0.4404,0.0,0.707,0.293,@CNN,Sun Jan 07 18:40:33 +0000 2018,@President1Trump @CNN @andersoncooper @HillaryClinton The  good ship CNN/CIA.,78
-0.8267,0.251,0.749,0.0,@CNN,Sun Jan 07 18:40:31 +0000 2018,"RT @TheALX: WATCH: @jaketapper gets destroyed in an interview on his own show by White House advisor Stephen Miller. It was so bad, @CNN ha…",79
-0.3167,0.123,0.764,0.113,@CNN,Sun Jan 07 18:40:30 +0000 2018,"RT @Edbay45: @CNN What's the matter Jake, did your guest get to close to the actual truth. This why cnn is The Most Distrusted News Network…",80
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:30 +0000 2018,"RT @CNN: It takes 300 people, 12,000 parts and a year to make a single Steinway &amp; Sons piano. Here’s how the pianos are made: https://t.co/…",81
0.9153,0.0,0.632,0.368,@CNN,Sun Jan 07 18:40:30 +0000 2018,RT @DavidJollyFL: Today's a good day to say thanks to @jaketapper for the great work he does day after day at @cnn. We're all better for it.,82
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:30 +0000 2018,How is it possible you have this much time to watch or hear about #tv? @foxandfriends @CNN and if you watched you w… https://t.co/qGwRQId9vO,83
0.4215,0.0,0.517,0.483,@CNN,Sun Jan 07 18:40:30 +0000 2018,@DavidJollyFL @jaketapper @CNN Lol,84
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:29 +0000 2018,#Trump @FoxNews @CNN @CMT @maddow @womensmarch @votolatino @AlabamaFTBL @Titans @wchs8fox11 @wsvn @ABC11_WTVD… https://t.co/vnKBFxvD9H,85
0.6209,0.0,0.424,0.576,@CNN,Sun Jan 07 18:40:29 +0000 2018,@CNN Good job Jake!!!!!!,86
-0.4767,0.307,0.693,0.0,@CNN,Sun Jan 07 18:40:28 +0000 2018,@CNN Sad what happens in this world today,87
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:28 +0000 2018,@american_wally @CNN He looked tired/fatigued?  Is there other footage of him appearing awake?,88
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:27 +0000 2018,@NormEisen @CNN @RepAdamSchiff @POTUS @CNNnewsroom @FWhitfield You are my favourite pundit!,89
0.0258,0.0,0.864,0.136,@CNN,Sun Jan 07 18:40:26 +0000 2018,@FreDDzalot @WeSupport45 @HillaryClinton @BillClinton @ChelseaClinton @CNN You’re silly.,90
0.4215,0.0,0.781,0.219,@CNN,Sun Jan 07 18:40:25 +0000 2018,RT @gayletrotter: Reminds me of @donlemon @CNN with @dbongino lol https://t.co/puNzJMgqaU,91
-0.1779,0.091,0.909,0.0,@CNN,Sun Jan 07 18:40:25 +0000 2018,"@JAKETAPPER @CNN https://t.co/1TrqWtljod Seriously? You can't shut your ""host"" up long enough for a guest to tell t… https://t.co/XUNDgLhELr",92
0.2732,0.083,0.725,0.192,@CNN,Sun Jan 07 18:40:24 +0000 2018,RT @GeddesAtwell: @CNN @ShelleyDeeeeee I support no GOP candidate. I support all but socio or psycopathic Dems or independents.,93
0.5719,0.0,0.448,0.552,@CNN,Sun Jan 07 18:40:23 +0000 2018,@TheALX @jaketapper @CNN Perfect,94
-0.6597,0.241,0.759,0.0,@CNN,Sun Jan 07 18:40:22 +0000 2018,Poor @jaketapper was afraid @StephenMillerAL might actually get a word in that wasn’t anti trump &amp; @CNN would proba… https://t.co/SySsaE5VN4,95
0.4019,0.0,0.895,0.105,@CNN,Sun Jan 07 18:40:21 +0000 2018,"RT @CNN: Rep. Adam Schiff: ""I don't think there's anyone in Congress, frankly, of either party who does not concur at least privately with…",96
0.3612,0.158,0.504,0.338,@CNN,Sun Jan 07 18:40:21 +0000 2018,@funder @jaketapper @CNN please stop giving these dipshits a platform https://t.co/EOInWWhWpj,97
-0.3182,0.119,0.881,0.0,@CNN,Sun Jan 07 18:40:20 +0000 2018,RT @President1Trump: I’m shocked @CNN’s @andersoncooper reports on the @HillaryClinton Foundation and State Department ‘Pay For Pay’ allega…,98
0.0,0.0,1.0,0.0,@CNN,Sun Jan 07 18:40:20 +0000 2018,@CNN @BET @NAACP #BlackTwitter @MSNBC https://t.co/r4wLovY8LF,99
-0.4019,0.153,0.847,0.0,@CNN,Sun Jan 07 18:40:20 +0000 2018,@Greta24441384 @jamescappelli @CNN @jaketapper To declare opposite political views as a mental disorder is as undem… https://t.co/BivTRQSiZH,100
-0.1531,0.096,0.904,0.0,@CBS,Sun Jan 07 18:40:49 +0000 2018,@KodyJM12 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr NOTHING stops Mellenials from forming Char… https://t.co/p6ozpaQ7qk,1
-0.4767,0.124,0.876,0.0,@CBS,Sun Jan 07 18:40:21 +0000 2018,"Poor @CBS....they wanted that punt before the 1st quarter was over so they could go to commercial, and then go to a… https://t.co/JFukGwyNVB",2
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:40:10 +0000 2018,When there's a Bills playoff game on @CBS. #BillsMafia https://t.co/XEjlMYTKX9,3
0.7351,0.0,0.721,0.279,@CBS,Sun Jan 07 18:39:47 +0000 2018,@KodyJM12 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr IF the rich study opportunities &amp; take RIS… https://t.co/pJJjTCVvzm,4
0.7964,0.0,0.738,0.262,@CBS,Sun Jan 07 18:39:39 +0000 2018,Man the picture quality on @CBS is much better than FOX or NBC. I love watching games on here. #BUFvsJAX #billsmafia #Jaguars @CBSSports,5
0.4941,0.0,0.789,0.211,@CBS,Sun Jan 07 18:39:20 +0000 2018,RT @EmilyG87: Day 511(06.01.2018) WE WANT THOMAS BACK!!!!!👊#WeWantThomasBack #StandbyThomasGibson #NoHotchNoWatch #CriminalMinds @CBS @Crim…,6
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:39:16 +0000 2018,@CNN @ABC @MSNBC @NBCPolitics @CBS THIS 👇 https://t.co/4PgLtYMVo9,7
-0.25,0.095,0.905,0.0,@CBS,Sun Jan 07 18:39:15 +0000 2018,"RT @AmericanVoterUS: Propaganda is coming from WITHIN 

@CNN @ABC @NBC @CBS &amp; sometimes @FOXNews with GOP #DeepState 

Obama made #FakeNews…",8
0.8156,0.085,0.527,0.388,@CBS,Sun Jan 07 18:39:03 +0000 2018,#NFLPlayoffs #BillsvsJags 0-0 to start 2nd qt 2 Great Defenses battling it out Who you got???? @NFL @CBS,9
0.5574,0.0,0.816,0.184,@CBS,Sun Jan 07 18:38:36 +0000 2018,@UnitedCitizen01 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr Also ask a few other rich people be… https://t.co/M3LqNOZDKS,10
0.4019,0.0,0.891,0.109,@CBS,Sun Jan 07 18:38:31 +0000 2018,"RT @charliekirk11: Incredible video: @CBS does a special on the GOP tax plan 

The result?

Every middle class family they sat down with SA…",11
-0.6817,0.278,0.722,0.0,@CBS,Sun Jan 07 18:38:19 +0000 2018,RT @SabresBuzz: Bill Cower is a @buffalobills #BillsMafia SAVAGE!!! #BillsMafia @CBS @Jaguars @PegulaSE https://t.co/uGRQX4lVJW,12
-0.25,0.095,0.905,0.0,@CBS,Sun Jan 07 18:38:11 +0000 2018,"RT @AmericanVoterUS: Propaganda is coming from WITHIN 

@CNN @ABC @NBC @CBS &amp; sometimes @FOXNews with GOP #DeepState 

Obama made #FakeNews…",13
-0.5106,0.213,0.679,0.109,@CBS,Sun Jan 07 18:37:56 +0000 2018,"RT @petefrt: DNC Deputy Chair Keith Ellison Endorses Antifa (A Terrorist Group)

#ThatsHowYouGotTrump
#ThatsHowYouGetMoreTrump

@abc @cbs @…",14
0.3612,0.0,0.828,0.172,@CBS,Sun Jan 07 18:37:38 +0000 2018,@CBS @CBS thank you for the lines. It’s the little things in life,15
0.4404,0.0,0.805,0.195,@CBS,Sun Jan 07 18:37:36 +0000 2018,"Really, who in @CBS thought it was a good idea to give @tonyromo a microphone? 🙄",16
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:37:34 +0000 2018,@UnitedCitizen01 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr ....deserves to have more money put… https://t.co/VRdlNuIZsg,17
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:37:28 +0000 2018,RT @KimKerHoang23: @CBS @CBSNews @nbc @NBCNews @cnnbrk @CNN @cnni @60Minutes @FOX2now  @FoxNews @washingtonpost @nytimes @andersoncooper @A…,18
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:37:27 +0000 2018,@jennacl47066694 @Acosta @nbc @cbs @abc aetv @ap @cnn @cnni @msn msnbc @NBCNightlyNews @CBSSunday @ABCNetwork… https://t.co/QSJ6BvzhmH,19
-0.25,0.095,0.905,0.0,@CBS,Sun Jan 07 18:37:23 +0000 2018,"RT @AmericanVoterUS: Propaganda is coming from WITHIN 

@CNN @ABC @NBC @CBS &amp; sometimes @FOXNews with GOP #DeepState 

Obama made #FakeNews…",20
0.7804,0.0,0.672,0.328,@CBS,Sun Jan 07 18:37:10 +0000 2018,"@KodyJM12 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr @President1Trump LOL

It's been Fun
Youre… https://t.co/VmoNTupEVx",21
0.3182,0.0,0.901,0.099,@CBS,Sun Jan 07 18:37:06 +0000 2018,RT @bpadj: @AmericanVoterUS @CNN @ABC @nbc @CBS @FoxNews If they repeat the lie enough it becomes familiar as truth. Clintons were masters…,22
-0.4215,0.118,0.882,0.0,@CBS,Sun Jan 07 18:36:52 +0000 2018,"RT @petefrt: ""I'm part of your family because I broke into your house"" 

@abc @cbs @nbc @cnn @pbs @msnbc @NYTimes @WashingtonPost

#tcot #p…",23
-0.5994,0.228,0.656,0.116,@CBS,Sun Jan 07 18:36:48 +0000 2018,"Legal Opinion: Wolff’s Admission to Lies in His Book Puts Him in Legal Jeopardy

@abc @cbs @nbc @cnn @pbs @msnbc… https://t.co/287QEu3BT7",24
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:36:46 +0000 2018,@CBS  https://t.co/kafwauYqwM,25
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:36:45 +0000 2018,@UnitedCitizen01 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr I deserve the money I work for! And… https://t.co/KJzWZbs5ea,26
-0.5267,0.167,0.833,0.0,@CBS,Sun Jan 07 18:36:25 +0000 2018,"RT @gentlemanirishN: @AmericanVoterUS @wattsjim @CNN @ABC @nbc @CBS @FoxNews O'LIAR INC. Known As The ""LiARs AcT""       ✝️🚂⚖️🗽⛪️🇺🇸🇮🇱 https:…",27
0.3182,0.0,0.901,0.099,@CBS,Sun Jan 07 18:36:14 +0000 2018,RT @bpadj: @AmericanVoterUS @CNN @ABC @nbc @CBS @FoxNews If they repeat the lie enough it becomes familiar as truth. Clintons were masters…,28
0.6705,0.0,0.744,0.256,@CBS,Sun Jan 07 18:35:50 +0000 2018,"I promise I have a high-tolerance for occasional noise but @CBS, we have GOT to do better than this constant… https://t.co/1KhdOvKZUc",29
-0.4767,0.162,0.838,0.0,@CBS,Sun Jan 07 18:35:28 +0000 2018,@UnitedCitizen01 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr The middle class suffers when the r… https://t.co/rPxgbkHqkm,30
-0.25,0.095,0.905,0.0,@CBS,Sun Jan 07 18:35:25 +0000 2018,"RT @AmericanVoterUS: Propaganda is coming from WITHIN 

@CNN @ABC @NBC @CBS &amp; sometimes @FOXNews with GOP #DeepState 

Obama made #FakeNews…",31
0.4404,0.0,0.861,0.139,@CBS,Sun Jan 07 18:35:17 +0000 2018,"@CurrentlyPhx @suntreegolf @CBS One would hope liberals wouldn't choose to spit on the flag, vets, and the military… https://t.co/WTzKFp5gWH",32
0.3612,0.146,0.575,0.28,@CBS,Sun Jan 07 18:35:16 +0000 2018,Fraud: Wolff Admits He’s Not Sure His Own Book Is True https://t.co/xS5NUrIzrV via @YouTube @MSNBC @CNN @ABC @CBS… https://t.co/347PdQv5HR,33
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:35:16 +0000 2018,@CBS You know... just because you can doesn’t mean you should,34
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:35:01 +0000 2018,@CBS Can not wait.,35
-0.6679,0.174,0.762,0.064,@CBS,Sun Jan 07 18:34:44 +0000 2018,@tonyromo dude you need to shut the hell up @CBS you talk way to much calling plays !!! We need to watch the dam ga… https://t.co/o8VwZ2Ew3e,36
0.4574,0.0,0.857,0.143,@CBS,Sun Jan 07 18:34:34 +0000 2018,"RT @brunshee: The biggest tv moment for 2017 for me, yes @CBS @BrunoMars you did it! 😙🎉👏👏💃 #BrunosTVSpecial https://t.co/m3xgOjpZ7N",37
0.4404,0.0,0.791,0.209,@CBS,Sun Jan 07 18:34:19 +0000 2018,@pgammo Better question.  How could @CBS not show us the National Anthem?,38
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:34:18 +0000 2018,"@KodyJM12 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr @President1Trump BIGOT?

One more GROUND for LAW SUIT

Keep it Up.",39
0.4404,0.0,0.847,0.153,@CBS,Sun Jan 07 18:33:53 +0000 2018,@UnitedCitizen01 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr Which is funny u take a page out of… https://t.co/nL3Su3ODu8,40
-0.2564,0.141,0.804,0.055,@CBS,Sun Jan 07 18:33:51 +0000 2018,RT @kickzcharmer: So @CBS if I pay for cable and want to access ur programming from a streaming device u expect me to pay again?,41
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:33:49 +0000 2018,RT @CBS: Can you match the boss chick with her quote? https://t.co/OuMry1z0mB,42
-0.5106,0.213,0.679,0.109,@CBS,Sun Jan 07 18:33:46 +0000 2018,"RT @petefrt: DNC Deputy Chair Keith Ellison Endorses Antifa (A Terrorist Group)

#ThatsHowYouGotTrump
#ThatsHowYouGetMoreTrump

@abc @cbs @…",43
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:33:21 +0000 2018,@KodyJM12 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr Explain again WHY YOU deserve Other people… https://t.co/2bY0TZuhjz,44
-0.25,0.095,0.905,0.0,@CBS,Sun Jan 07 18:33:17 +0000 2018,"RT @AmericanVoterUS: Propaganda is coming from WITHIN 

@CNN @ABC @NBC @CBS &amp; sometimes @FOXNews with GOP #DeepState 

Obama made #FakeNews…",45
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:33:07 +0000 2018,@CBS  https://t.co/GclumNq76P,46
0.0772,0.0,0.929,0.071,@CBS,Sun Jan 07 18:33:05 +0000 2018,"RT @MonroeAl11: @CBS we want to see ShootSpinOff with AmyAcker &amp; SarahShahi
#PersonOfInterest #RootandShaw
""I think，there're things I care…",47
-0.25,0.095,0.905,0.0,@CBS,Sun Jan 07 18:32:24 +0000 2018,"RT @AmericanVoterUS: Propaganda is coming from WITHIN 

@CNN @ABC @NBC @CBS &amp; sometimes @FOXNews with GOP #DeepState 

Obama made #FakeNews…",48
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:32:21 +0000 2018,@UnitedCitizen01 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr Maybe not ALL of them but any trump… https://t.co/uUQTJ5LEIE,49
-0.2564,0.154,0.786,0.06,@CBS,Sun Jan 07 18:32:10 +0000 2018,So @CBS if I pay for cable and want to access ur programming from a streaming device u expect me to pay again?,50
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:31:50 +0000 2018,"Cadê a linha amarela, @CBS?",51
-0.3147,0.102,0.898,0.0,@CBS,Sun Jan 07 18:31:44 +0000 2018,@DerekAndSusan I am seriously cheesed off that @CBS did not show the anthem! See ya in Vinoy Park next Sat! #SunshineMusicFestival #VIP,52
-0.5267,0.204,0.714,0.082,@CBS,Sun Jan 07 18:31:29 +0000 2018,I’m a big fan of when a @CBS crime drama has to stop a hacker because it always comes across as if the entire writi… https://t.co/kXmgpbhgtw,53
-0.5267,0.152,0.848,0.0,@CBS,Sun Jan 07 18:31:20 +0000 2018,@petefrt @ABC @CBS @nbc @CNN @PBS @MSNBC @nytimes @washingtonpost And that they are too stupid to do anything about it,54
0.926,0.0,0.567,0.433,@CBS,Sun Jan 07 18:31:14 +0000 2018,If @CBS cares then why do they charge people to stream a free game on free tv? 🤔 @verizon thank you for giving us f… https://t.co/hONkNk3raQ,55
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:30:59 +0000 2018,@KodyJM12 @JackPosobiec @CNN @CBS @nbc @ABC @AP @nytimes @DonaldJTrumpJr @President1Trump @HillaryClinton Conspired… https://t.co/a7buvt38gX,56
0.0258,0.131,0.695,0.174,@CBS,Sun Jan 07 18:30:46 +0000 2018,@tonyposnanski Yeah that was stupid. It would be cool if the media just circumvented trump and admin and just repor… https://t.co/fFE4WyGq4H,57
0.4404,0.0,0.756,0.244,@CBS,Sun Jan 07 18:30:27 +0000 2018,@CBS 60 million will not be watching have a good time,58
-0.7154,0.252,0.659,0.089,@CBS,Sun Jan 07 18:30:27 +0000 2018,do yourselves and all of us a favor and never use the words FAKE news or FAKE anything again--let the word be assoc… https://t.co/heXeXp376m,59
-0.2924,0.108,0.892,0.0,@CBS,Sun Jan 07 18:30:18 +0000 2018,RT @CBS: Don’t miss the AFC Wild Card game! Stream Buffalo @ Jacksonville LIVE today at 1PM ET! https://t.co/3hruoYlIJ7 https://t.co/ZdfYl0…,60
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:30:12 +0000 2018,RT @AAUW: See us on @CBS this morning? Get the skills to ask for the salary you deserve: https://t.co/x6RbyewTkR #equalpay   https://t.co/X…,61
0.0,0.0,1.0,0.0,@CBS,Sun Jan 07 18:30:08 +0000 2018,@NewtownAction @NoNotoriety This cannot be emphasized enough &amp; editors in print &amp; TV must hold themselves complicit… https://t.co/2rGnM3I3NA,62
